criticality,urgency,safety_risk,asset_importance,overdue,duration_hours,days_until_due,department,asset_type,task_type,corridor_id,high_delay_risk
1,5,3,5,False,1.88,47,Traction Distribution,Track,Inspection,BPL-NGP,0
3,3,5,1,True,3.41,56,Traction Distribution,Point Machine,Testing,DEL-AGR,0
3,1,4,5,False,3.04,60,Engineering,Point Machine,Inspection,DEL-AGR,1
3,3,1,4,True,4.79,0,Engineering,Point Machine,Overhaul,MAS-BLR,1
2,4,1,2,False,1.82,50,S&T,Bridge,Overhaul,MUM-PUN,0
3,3,3,4,False,1.6,32,Traction Distribution,Bridge,Replacement,DEL-AGR,0
2,2,5,4,False,3.11,50,Traction Distribution,Track,Testing,MAS-BLR,0
4,2,3,4,True,0.78,33,S&T,Signal,Testing,MUM-PUN,1
4,1,3,1,False,1.76,-5,Engineering,Point Machine,Inspection,BPL-NGP,1
4,2,4,1,False,2.45,28,Traction Distribution,Signal,Testing,MUM-PUN,1
1,4,3,4,False,3.18,43,Traction Distribution,Point Machine,Repair,HWH-KOL,0
5,2,5,2,False,1.98,-5,S&T,OHE,Overhaul,BPL-NGP,0
1,5,4,2,False,3.58,23,S&T,OHE,Testing,BPL-NGP,1
5,1,4,3,True,5.33,35,Engineering,Track,Replacement,HWH-KOL,1
1,3,4,4,False,3.49,20,Traction Distribution,Point Machine,Testing,BPL-NGP,0
3,3,4,1,False,2.08,45,Engineering,Bridge,Testing,MAS-BLR,0
1,5,1,5,False,0.84,-5,Traction Distribution,Bridge,Replacement,MAS-BLR,0
1,5,3,3,False,1.25,11,Traction Distribution,Signal,Inspection,BPL-NGP,0
4,3,1,1,False,3.59,57,Traction Distribution,Point Machine,Replacement,MUM-PUN,1
4,4,3,1,True,4.26,24,Traction Distribution,Track,Testing,HWH-KOL,0
1,4,1,5,False,0.77,-1,Traction Distribution,Point Machine,Repair,MAS-BLR,0
5,3,3,1,False,1.52,-6,Engineering,OHE,Testing,MUM-PUN,0
2,1,2,3,False,2.25,30,S&T,Bridge,Inspection,BPL-NGP,0
2,3,1,4,True,2.26,55,S&T,Point Machine,Overhaul,BPL-NGP,0
2,2,1,3,False,5.77,-11,Traction Distribution,Track,Overhaul,HWH-KOL,0
3,3,3,2,False,1.62,-6,Traction Distribution,Bridge,Inspection,MAS-BLR,0
1,4,1,1,False,0.84,14,S&T,Point Machine,Replacement,HWH-KOL,0
3,2,5,4,False,2.44,1,S&T,Signal,Inspection,MAS-BLR,1
2,2,4,3,False,1.24,-5,Engineering,Signal,Repair,BPL-NGP,0
1,5,4,1,False,1.2,8,Engineering,Track,Testing,DEL-AGR,0
2,2,1,1,False,2.74,34,S&T,Signal,Inspection,MAS-BLR,0
4,1,4,3,False,2.19,47,Traction Distribution,Bridge,Testing,BPL-NGP,1
4,4,4,1,False,1.0,8,Traction Distribution,Bridge,Overhaul,MUM-PUN,0
2,4,2,2,False,3.82,38,S&T,OHE,Overhaul,BPL-NGP,0
2,5,1,1,False,3.26,47,Engineering,Signal,Repair,HWH-KOL,0
4,4,3,4,False,0.92,-14,Traction Distribution,Signal,Testing,MAS-BLR,1
4,5,4,4,True,5.25,49,S&T,Bridge,Repair,MUM-PUN,1
5,3,1,4,True,2.07,-1,S&T,Track,Replacement,MUM-PUN,1
5,2,1,1,False,5.79,37,S&T,Point Machine,Inspection,DEL-AGR,1
5,5,2,2,False,5.62,42,Traction Distribution,Bridge,Testing,BPL-NGP,1
5,2,3,2,False,2.89,49,Engineering,Bridge,Overhaul,MAS-BLR,1
3,2,3,4,False,1.76,16,Engineering,Point Machine,Inspection,BPL-NGP,1
2,5,3,5,False,5.09,35,Engineering,Bridge,Overhaul,MUM-PUN,1
2,5,2,2,False,2.49,-13,Traction Distribution,Signal,Inspection,MAS-BLR,0
2,2,1,4,False,1.4,19,Engineering,Bridge,Replacement,MUM-PUN,0
4,4,1,3,True,3.53,58,Engineering,Track,Replacement,BPL-NGP,0
4,5,1,5,False,3.19,-3,S&T,Track,Testing,HWH-KOL,1
5,4,4,1,False,5.18,-3,Traction Distribution,Track,Repair,MAS-BLR,1
1,1,4,5,False,4.51,38,S&T,Point Machine,Inspection,MAS-BLR,0
3,4,3,3,False,5.32,24,Traction Distribution,Signal,Replacement,MUM-PUN,0
2,1,1,2,True,4.54,20,Traction Distribution,Point Machine,Testing,DEL-AGR,0
5,5,3,1,False,4.03,4,S&T,Track,Overhaul,DEL-AGR,1
2,1,5,5,False,3.25,-2,S&T,Point Machine,Inspection,BPL-NGP,0
1,5,2,5,False,5.93,41,S&T,Signal,Inspection,MUM-PUN,0
3,1,3,1,True,5.78,12,Traction Distribution,OHE,Overhaul,DEL-AGR,1
5,3,3,3,False,5.17,44,Engineering,Track,Overhaul,MAS-BLR,1
5,2,2,4,False,4.76,19,Traction Distribution,Bridge,Replacement,BPL-NGP,1
1,5,3,3,True,3.68,15,S&T,Signal,Inspection,DEL-AGR,0
2,2,3,1,False,1.93,3,Traction Distribution,Point Machine,Repair,BPL-NGP,0
1,4,3,2,False,5.31,35,S&T,OHE,Testing,BPL-NGP,0
2,1,4,2,False,0.56,7,Traction Distribution,OHE,Inspection,MAS-BLR,0
3,3,3,2,False,1.75,54,Engineering,OHE,Repair,MAS-BLR,0
2,5,1,5,False,2.72,16,Engineering,Track,Replacement,MAS-BLR,1
1,5,1,2,False,3.72,47,Engineering,Bridge,Overhaul,MAS-BLR,0
3,2,3,4,True,3.58,21,Traction Distribution,Point Machine,Testing,BPL-NGP,1
1,2,5,5,False,1.47,17,Traction Distribution,Signal,Replacement,BPL-NGP,0
2,3,1,4,True,1.08,19,Traction Distribution,Track,Replacement,HWH-KOL,0
1,3,1,4,False,1.72,19,Engineering,Bridge,Repair,BPL-NGP,0
1,3,4,1,False,2.42,21,Engineering,Signal,Inspection,MAS-BLR,0
3,1,3,1,False,0.58,52,S&T,Bridge,Repair,DEL-AGR,0
5,4,2,4,False,4.31,38,Traction Distribution,Point Machine,Repair,DEL-AGR,1
4,2,2,4,False,1.86,-12,Engineering,Bridge,Inspection,HWH-KOL,1
1,2,4,4,True,2.43,-10,S&T,Point Machine,Overhaul,MUM-PUN,0
1,5,3,3,False,2.34,-13,S&T,Track,Repair,HWH-KOL,0
2,4,4,3,True,3.32,37,S&T,Track,Replacement,MUM-PUN,1
4,2,2,1,False,5.23,1,S&T,Signal,Repair,BPL-NGP,1
4,5,3,2,False,1.32,14,S&T,OHE,Replacement,MAS-BLR,0
5,2,5,3,True,2.37,48,Traction Distribution,Point Machine,Inspection,MUM-PUN,1
2,3,2,1,False,4.31,-5,Engineering,Bridge,Overhaul,BPL-NGP,0
1,2,2,1,False,0.74,-3,S&T,Track,Overhaul,DEL-AGR,0
1,1,1,1,False,5.06,-9,Engineering,Point Machine,Repair,BPL-NGP,0
1,3,4,2,False,5.79,7,Engineering,Track,Repair,BPL-NGP,0
1,3,1,5,True,3.84,-8,S&T,OHE,Overhaul,BPL-NGP,0
5,5,2,4,False,5.76,33,S&T,Track,Repair,HWH-KOL,1
2,2,4,5,True,2.77,41,Engineering,Signal,Inspection,DEL-AGR,1
5,5,1,2,False,2.78,-1,Engineering,Point Machine,Repair,MAS-BLR,0
3,4,5,3,True,1.08,25,Traction Distribution,Point Machine,Testing,DEL-AGR,0
3,1,3,5,False,0.69,8,Traction Distribution,Bridge,Replacement,HWH-KOL,0
3,4,2,2,False,1.84,-8,Traction Distribution,OHE,Repair,DEL-AGR,0
5,3,3,4,True,3.13,21,Engineering,Signal,Replacement,MAS-BLR,1
1,2,4,4,False,3.29,38,Engineering,Bridge,Repair,HWH-KOL,0
1,3,3,5,False,1.7,3,Engineering,Bridge,Overhaul,HWH-KOL,0
3,2,5,5,True,3.87,45,Engineering,Bridge,Replacement,MUM-PUN,1
2,4,5,4,False,1.5,60,S&T,Point Machine,Replacement,BPL-NGP,1
3,3,2,3,False,2.29,-10,S&T,Point Machine,Replacement,MUM-PUN,0
4,3,4,5,False,1.58,-2,Engineering,Track,Replacement,BPL-NGP,0
3,2,2,4,False,4.33,7,S&T,OHE,Replacement,MAS-BLR,0
2,2,5,2,False,3.34,49,S&T,OHE,Repair,MUM-PUN,1
2,3,2,4,False,4.55,-4,Engineering,Signal,Testing,BPL-NGP,0
4,3,2,3,True,0.81,21,S&T,Track,Repair,MUM-PUN,1
2,2,4,2,True,2.84,26,S&T,Signal,Testing,MAS-BLR,0
3,3,4,3,True,5.82,-5,Traction Distribution,Bridge,Overhaul,MAS-BLR,1
3,2,1,4,False,0.79,-11,Engineering,Bridge,Replacement,MUM-PUN,0
4,3,3,5,False,2.8,-6,Engineering,Point Machine,Repair,MUM-PUN,1
4,1,2,3,False,0.72,-10,Traction Distribution,Track,Replacement,DEL-AGR,0
3,3,4,1,True,1.31,23,S&T,Point Machine,Testing,BPL-NGP,1
2,4,3,5,False,3.04,56,S&T,Track,Inspection,MAS-BLR,1
2,5,5,3,False,1.37,12,Traction Distribution,Point Machine,Replacement,DEL-AGR,0
3,4,5,2,False,3.35,5,Traction Distribution,Track,Overhaul,MAS-BLR,0
2,4,4,4,True,5.58,3,Engineering,Signal,Overhaul,BPL-NGP,1
4,1,4,2,False,1.6,59,Traction Distribution,Track,Inspection,HWH-KOL,0
2,2,5,2,True,1.09,57,S&T,Bridge,Replacement,MUM-PUN,1
4,4,1,5,True,5.04,34,S&T,OHE,Inspection,BPL-NGP,1
4,5,4,5,False,3.03,20,Traction Distribution,Bridge,Testing,HWH-KOL,1
5,3,4,3,False,5.35,-3,Engineering,Track,Repair,MAS-BLR,1
1,5,1,2,False,2.18,55,Traction Distribution,Point Machine,Replacement,HWH-KOL,0
4,2,5,5,False,3.95,-14,S&T,OHE,Testing,DEL-AGR,1
1,1,4,1,False,5.58,-2,Traction Distribution,OHE,Replacement,MUM-PUN,0
2,1,2,4,True,1.44,36,S&T,Bridge,Inspection,MUM-PUN,0
1,3,3,3,False,4.9,-1,Traction Distribution,Track,Testing,HWH-KOL,0
1,4,3,5,False,3.97,-6,S&T,Bridge,Overhaul,MUM-PUN,0
1,2,5,3,True,4.97,30,S&T,Track,Overhaul,MAS-BLR,0
1,4,5,5,False,1.44,-13,S&T,Signal,Inspection,MUM-PUN,0
5,4,5,1,False,2.89,6,Traction Distribution,Track,Replacement,BPL-NGP,0
1,2,4,4,True,1.21,34,Traction Distribution,OHE,Replacement,MUM-PUN,0
2,2,1,1,False,5.78,-1,Engineering,OHE,Repair,MAS-BLR,0
4,4,5,4,False,0.84,42,Traction Distribution,Point Machine,Replacement,MAS-BLR,1
5,4,1,1,False,0.86,-7,S&T,Point Machine,Repair,BPL-NGP,0
5,1,1,5,False,5.44,31,Engineering,Point Machine,Replacement,BPL-NGP,0
1,2,1,4,False,2.15,-9,Traction Distribution,Bridge,Testing,BPL-NGP,0
5,3,5,1,False,3.78,40,Engineering,OHE,Overhaul,HWH-KOL,1
4,3,3,5,False,2.08,42,Traction Distribution,Track,Repair,HWH-KOL,1
1,1,2,2,False,4.07,45,S&T,Track,Repair,DEL-AGR,0
3,5,1,3,False,1.56,7,Traction Distribution,Signal,Inspection,MAS-BLR,0
5,2,3,1,True,3.02,3,S&T,Point Machine,Repair,MAS-BLR,1
2,2,4,1,False,3.43,59,Engineering,Track,Inspection,HWH-KOL,0
1,1,5,2,True,2.34,40,Traction Distribution,Bridge,Inspection,MAS-BLR,0
5,5,3,3,False,1.88,-1,Traction Distribution,Bridge,Testing,HWH-KOL,1
5,2,4,3,False,1.27,-12,Engineering,Track,Testing,DEL-AGR,1
5,5,5,5,False,4.38,12,Engineering,Point Machine,Replacement,MAS-BLR,1
5,3,5,1,False,1.43,35,Traction Distribution,OHE,Overhaul,HWH-KOL,0
5,5,2,4,False,2.11,14,Traction Distribution,OHE,Replacement,MAS-BLR,0
3,1,5,1,False,2.35,46,Engineering,Point Machine,Overhaul,MUM-PUN,0
1,1,3,2,False,3.0,23,Traction Distribution,OHE,Testing,HWH-KOL,0
4,5,5,1,False,4.36,60,Engineering,Signal,Inspection,BPL-NGP,1
2,5,1,1,False,2.85,51,Engineering,OHE,Repair,DEL-AGR,0
3,3,1,3,True,5.29,21,S&T,Track,Inspection,MAS-BLR,0
4,1,5,5,False,4.24,48,Traction Distribution,Signal,Overhaul,BPL-NGP,0
5,5,4,4,False,5.11,19,Traction Distribution,Bridge,Testing,DEL-AGR,1
2,2,1,5,False,4.44,-14,S&T,Track,Overhaul,BPL-NGP,0
2,5,5,3,False,1.32,9,Engineering,OHE,Overhaul,MAS-BLR,1
4,5,1,1,False,5.88,16,S&T,Signal,Replacement,MUM-PUN,0
1,5,4,2,False,4.83,59,Traction Distribution,OHE,Inspection,BPL-NGP,1
3,4,2,5,True,3.65,48,Traction Distribution,Signal,Overhaul,BPL-NGP,1
4,4,1,1,False,1.41,-4,Engineering,OHE,Testing,DEL-AGR,0
3,3,5,1,False,1.45,-14,S&T,OHE,Testing,HWH-KOL,0
2,1,5,5,False,3.88,25,S&T,Point Machine,Repair,HWH-KOL,1
5,2,1,1,False,2.79,26,S&T,Signal,Repair,MUM-PUN,1
2,4,1,5,True,4.22,41,Engineering,OHE,Overhaul,MUM-PUN,0
4,5,4,4,False,2.55,5,Engineering,Point Machine,Inspection,BPL-NGP,1
3,3,1,4,False,3.32,46,S&T,Point Machine,Inspection,BPL-NGP,0
1,4,4,3,False,1.53,16,Engineering,OHE,Testing,MUM-PUN,0
3,1,5,1,False,1.35,11,S&T,Signal,Testing,DEL-AGR,1
1,3,4,3,False,0.92,17,Engineering,OHE,Replacement,BPL-NGP,1
5,3,2,5,False,5.01,56,Traction Distribution,OHE,Replacement,DEL-AGR,1
4,5,1,5,False,3.55,15,Engineering,Bridge,Replacement,DEL-AGR,0
2,2,4,3,True,5.71,28,S&T,Signal,Inspection,MUM-PUN,0
3,2,1,5,False,4.62,52,S&T,Signal,Repair,MAS-BLR,0
4,2,3,4,False,4.73,-13,S&T,Point Machine,Repair,BPL-NGP,0
2,1,3,1,False,3.3,26,S&T,Point Machine,Testing,MUM-PUN,0
2,3,4,4,False,4.98,39,S&T,OHE,Replacement,HWH-KOL,0
3,4,2,4,True,5.68,53,Traction Distribution,Track,Overhaul,MAS-BLR,1
2,5,4,3,False,4.47,-10,Traction Distribution,Point Machine,Inspection,BPL-NGP,0
4,5,4,4,False,1.08,40,Engineering,Point Machine,Testing,BPL-NGP,0
1,1,2,5,False,4.08,46,Traction Distribution,Bridge,Testing,DEL-AGR,0
5,2,2,3,False,1.16,12,S&T,OHE,Replacement,MUM-PUN,0
2,2,1,2,False,0.92,41,Engineering,OHE,Repair,DEL-AGR,0
3,2,3,5,False,4.31,23,Traction Distribution,Signal,Testing,MAS-BLR,0
1,5,2,5,False,5.09,35,Traction Distribution,OHE,Testing,MUM-PUN,1
2,1,1,4,False,1.37,15,Engineering,Track,Replacement,HWH-KOL,0
4,1,3,4,False,0.91,-1,Engineering,OHE,Repair,HWH-KOL,0
2,5,3,1,False,5.38,48,S&T,Point Machine,Overhaul,HWH-KOL,1
1,5,1,3,True,1.23,2,Traction Distribution,Point Machine,Repair,DEL-AGR,0
3,2,1,1,True,0.69,0,Engineering,Point Machine,Overhaul,MAS-BLR,0
1,2,1,3,False,4.47,52,S&T,Bridge,Testing,MUM-PUN,0
2,3,4,5,False,5.16,56,S&T,Point Machine,Replacement,MAS-BLR,0
3,3,2,2,False,3.33,31,Traction Distribution,Point Machine,Inspection,BPL-NGP,0
3,5,1,5,False,3.47,29,Traction Distribution,OHE,Replacement,BPL-NGP,0
4,3,1,1,False,2.35,13,Traction Distribution,Point Machine,Testing,BPL-NGP,0
4,1,5,1,False,1.81,31,Engineering,Point Machine,Repair,MAS-BLR,0
5,3,2,5,False,4.65,31,Traction Distribution,OHE,Testing,MUM-PUN,0
1,3,4,1,True,5.17,24,S&T,OHE,Repair,MUM-PUN,1
2,3,3,4,False,2.27,35,S&T,Point Machine,Overhaul,BPL-NGP,0
1,3,1,4,False,2.01,27,Traction Distribution,Signal,Overhaul,MUM-PUN,0
1,5,2,2,False,1.97,51,Traction Distribution,Signal,Inspection,MAS-BLR,0
2,5,1,1,False,0.78,36,Engineering,OHE,Inspection,DEL-AGR,0
3,2,4,2,False,2.05,14,Engineering,Point Machine,Testing,MAS-BLR,0
5,2,2,1,True,0.64,35,Traction Distribution,OHE,Overhaul,MUM-PUN,1
4,4,3,4,False,4.84,3,Traction Distribution,Track,Overhaul,DEL-AGR,1
4,3,1,5,False,1.91,2,S&T,Bridge,Repair,BPL-NGP,0
4,3,5,5,True,4.3,48,Engineering,OHE,Inspection,MUM-PUN,1
1,1,2,5,False,3.49,29,Engineering,OHE,Repair,MUM-PUN,0
5,2,3,4,False,5.11,-10,Traction Distribution,Bridge,Replacement,HWH-KOL,0
5,4,5,5,True,5.78,12,Traction Distribution,OHE,Overhaul,HWH-KOL,1
1,5,4,4,True,2.52,59,Traction Distribution,Track,Repair,DEL-AGR,0
3,4,4,4,False,0.99,33,S&T,Bridge,Repair,DEL-AGR,1
5,2,5,5,True,4.62,51,S&T,Signal,Repair,HWH-KOL,1
3,1,1,2,True,0.62,27,Engineering,Bridge,Testing,MUM-PUN,0
5,1,5,3,False,1.73,-11,Traction Distribution,OHE,Overhaul,HWH-KOL,0
5,2,3,5,False,0.79,-1,Traction Distribution,Signal,Testing,BPL-NGP,1
3,3,3,2,False,5.44,-8,Engineering,Signal,Inspection,BPL-NGP,0
1,5,2,2,False,0.53,41,S&T,Bridge,Replacement,DEL-AGR,0
2,5,4,1,False,3.21,42,S&T,Bridge,Replacement,MAS-BLR,0
2,1,5,2,False,2.83,20,Traction Distribution,Track,Replacement,BPL-NGP,0
3,4,4,3,False,4.09,40,Traction Distribution,Bridge,Repair,DEL-AGR,1
3,2,1,5,False,2.09,27,Engineering,Bridge,Inspection,BPL-NGP,0
3,1,3,1,False,5.31,41,Traction Distribution,Point Machine,Inspection,MAS-BLR,0
1,3,4,4,False,4.54,36,Engineering,Track,Overhaul,HWH-KOL,1
2,1,2,4,False,2.88,20,Traction Distribution,OHE,Replacement,MAS-BLR,1
4,2,4,5,False,2.47,34,Traction Distribution,OHE,Inspection,MAS-BLR,1
1,3,4,4,False,4.99,9,Engineering,Track,Repair,MAS-BLR,1
2,2,1,1,False,4.66,42,Traction Distribution,Bridge,Testing,MAS-BLR,0
5,3,3,3,False,2.69,54,Engineering,Point Machine,Replacement,DEL-AGR,1
1,3,1,5,False,2.38,1,Engineering,Track,Testing,DEL-AGR,0
3,4,3,5,False,0.71,36,Engineering,Signal,Inspection,BPL-NGP,1
2,1,2,4,True,0.95,-6,Traction Distribution,Bridge,Inspection,BPL-NGP,0
1,1,5,5,False,0.8,14,Traction Distribution,OHE,Replacement,HWH-KOL,0
3,3,5,4,False,0.63,36,S&T,OHE,Overhaul,MUM-PUN,1
3,2,3,1,False,1.34,6,Traction Distribution,Track,Testing,MAS-BLR,0
1,4,3,5,False,5.21,3,S&T,Track,Replacement,HWH-KOL,1
1,1,4,1,False,4.89,14,S&T,Bridge,Repair,BPL-NGP,0
1,3,4,2,False,5.15,-6,Traction Distribution,Bridge,Replacement,BPL-NGP,0
4,5,4,2,True,3.93,32,S&T,Track,Repair,MAS-BLR,0
5,1,4,4,True,3.93,-5,S&T,OHE,Inspection,BPL-NGP,1
1,2,5,1,False,1.18,10,Engineering,Point Machine,Inspection,BPL-NGP,0
2,5,5,4,False,4.34,9,S&T,Bridge,Overhaul,MAS-BLR,1
2,3,1,5,False,2.04,58,Traction Distribution,OHE,Overhaul,DEL-AGR,1
2,1,3,4,False,3.36,60,Traction Distribution,Bridge,Inspection,BPL-NGP,1
2,2,3,2,False,5.75,-9,Engineering,Track,Replacement,HWH-KOL,0
1,4,3,5,True,5.29,-3,S&T,Track,Testing,BPL-NGP,1
3,5,3,2,False,1.78,40,S&T,OHE,Testing,MUM-PUN,0
2,2,4,4,False,4.55,8,Traction Distribution,Signal,Replacement,HWH-KOL,0
2,3,3,3,True,1.07,34,Traction Distribution,Point Machine,Inspection,MUM-PUN,0
2,4,2,1,False,0.65,55,Traction Distribution,Signal,Overhaul,DEL-AGR,0
5,1,3,1,False,0.65,-2,Traction Distribution,OHE,Replacement,HWH-KOL,0
4,2,5,1,False,1.44,58,S&T,OHE,Testing,DEL-AGR,0
3,4,2,5,False,4.32,-11,S&T,Bridge,Replacement,DEL-AGR,1
2,1,1,5,False,2.5,3,S&T,Track,Overhaul,HWH-KOL,1
5,4,5,3,True,0.59,24,S&T,OHE,Replacement,MAS-BLR,1
5,3,1,5,False,5.93,52,Traction Distribution,Signal,Replacement,BPL-NGP,0
1,5,4,1,False,3.43,27,Traction Distribution,Track,Repair,DEL-AGR,0
5,1,5,5,True,2.67,-4,Traction Distribution,Bridge,Replacement,DEL-AGR,1
4,5,2,2,True,3.35,4,S&T,Bridge,Repair,HWH-KOL,0
1,2,2,1,False,3.36,43,Engineering,Track,Replacement,HWH-KOL,0
4,1,2,4,True,3.09,28,Engineering,Point Machine,Testing,DEL-AGR,0
1,4,1,2,False,3.87,-14,Engineering,Point Machine,Repair,MUM-PUN,0
1,3,1,2,False,5.37,23,S&T,Point Machine,Replacement,DEL-AGR,0
1,5,1,4,False,2.16,16,S&T,OHE,Testing,HWH-KOL,0
3,1,3,2,False,3.18,-14,S&T,Signal,Inspection,BPL-NGP,0
4,1,3,4,False,0.52,4,Traction Distribution,Track,Repair,MUM-PUN,1
3,3,1,1,False,5.23,56,S&T,Track,Replacement,HWH-KOL,0
1,5,5,1,False,2.18,38,Traction Distribution,Track,Replacement,MUM-PUN,1
1,3,4,2,False,1.99,-9,S&T,OHE,Repair,MAS-BLR,0
5,4,1,4,False,5.99,-13,Traction Distribution,Track,Overhaul,DEL-AGR,1
5,5,5,2,False,3.71,11,Engineering,Point Machine,Replacement,HWH-KOL,1
4,5,1,1,False,1.18,20,Engineering,Point Machine,Repair,MUM-PUN,1
1,3,3,4,False,1.96,20,Traction Distribution,Signal,Replacement,HWH-KOL,0
5,4,3,3,False,2.44,38,Traction Distribution,Track,Testing,HWH-KOL,1
4,3,3,3,False,5.92,-1,S&T,OHE,Testing,BPL-NGP,1
3,4,5,2,True,2.87,-11,Engineering,Bridge,Repair,MAS-BLR,1
1,3,5,1,False,1.77,36,Engineering,Signal,Inspection,HWH-KOL,0
5,3,2,1,True,3.63,53,S&T,Bridge,Inspection,MUM-PUN,1
3,3,3,4,False,2.73,-2,Traction Distribution,Signal,Replacement,HWH-KOL,1
1,4,5,1,False,0.8,13,S&T,Track,Overhaul,HWH-KOL,0
2,4,4,2,False,5.24,32,Traction Distribution,Point Machine,Inspection,MAS-BLR,1
3,5,5,5,False,0.59,-2,S&T,Bridge,Replacement,HWH-KOL,0
1,4,3,2,True,5.44,50,Engineering,Bridge,Repair,MAS-BLR,0
2,1,2,4,False,4.86,2,S&T,Bridge,Testing,BPL-NGP,0
3,3,3,2,False,0.92,25,S&T,Track,Overhaul,HWH-KOL,1
5,2,5,5,False,4.48,11,Engineering,Track,Replacement,MUM-PUN,1
1,1,5,5,False,4.74,36,Traction Distribution,OHE,Replacement,MUM-PUN,0
3,1,4,3,False,3.81,0,Engineering,Bridge,Inspection,DEL-AGR,0
5,3,4,4,False,3.68,-7,Traction Distribution,Bridge,Replacement,HWH-KOL,1
5,5,3,3,True,0.77,24,Traction Distribution,Signal,Repair,MAS-BLR,1
5,3,2,5,True,0.83,50,Traction Distribution,Signal,Inspection,DEL-AGR,1
1,3,3,2,False,4.5,33,Engineering,Point Machine,Repair,MAS-BLR,0
5,1,3,5,False,1.08,42,Traction Distribution,Bridge,Overhaul,MAS-BLR,1
5,4,5,4,False,1.83,18,S&T,Track,Replacement,HWH-KOL,0
2,1,3,4,True,3.24,-4,Traction Distribution,Bridge,Testing,MUM-PUN,0
3,5,4,2,False,1.4,18,Engineering,Bridge,Repair,HWH-KOL,0
3,5,1,5,True,4.84,60,Traction Distribution,Track,Overhaul,MAS-BLR,1
3,5,4,4,False,4.94,44,Engineering,Bridge,Replacement,DEL-AGR,0
2,2,3,5,True,5.13,38,Traction Distribution,Point Machine,Testing,HWH-KOL,1
5,1,5,5,True,0.77,8,Engineering,Bridge,Testing,DEL-AGR,1
5,2,3,1,False,2.85,30,Traction Distribution,Signal,Overhaul,BPL-NGP,0
2,4,3,5,False,5.16,32,Traction Distribution,Bridge,Replacement,DEL-AGR,1
5,2,1,5,False,2.5,35,S&T,Track,Replacement,MUM-PUN,0
2,5,5,2,False,4.33,52,S&T,Track,Overhaul,BPL-NGP,0
4,1,4,5,False,3.74,37,Engineering,OHE,Testing,BPL-NGP,1
3,1,5,3,False,2.41,2,Engineering,Point Machine,Repair,MUM-PUN,0
3,2,1,2,False,2.02,2,Traction Distribution,Track,Testing,HWH-KOL,0
1,4,2,2,False,4.09,32,Traction Distribution,Signal,Testing,DEL-AGR,0
4,4,5,2,False,1.23,50,Traction Distribution,Signal,Inspection,HWH-KOL,0
2,2,1,1,False,5.23,57,Engineering,Track,Repair,DEL-AGR,1
2,4,3,4,False,3.67,31,Engineering,Track,Repair,MAS-BLR,0
1,4,3,4,False,1.11,25,Traction Distribution,Track,Replacement,DEL-AGR,1
5,3,5,4,False,4.37,47,S&T,Bridge,Repair,BPL-NGP,1
1,3,5,3,True,2.87,59,Engineering,Bridge,Repair,HWH-KOL,1
4,1,5,2,False,1.62,-12,Engineering,Point Machine,Inspection,MUM-PUN,0
5,2,2,4,False,5.79,9,Traction Distribution,Point Machine,Inspection,HWH-KOL,0
1,3,3,5,False,4.46,11,Traction Distribution,Track,Replacement,DEL-AGR,1
3,1,4,1,False,3.76,28,Engineering,Track,Repair,HWH-KOL,1
3,3,5,2,False,5.17,8,Traction Distribution,Signal,Replacement,BPL-NGP,0
2,1,1,5,False,3.49,9,S&T,Bridge,Repair,HWH-KOL,0
4,4,5,5,False,2.93,-13,Traction Distribution,OHE,Repair,MUM-PUN,1
3,1,2,5,False,1.54,-14,S&T,Bridge,Testing,HWH-KOL,1
3,1,1,1,False,1.34,19,Traction Distribution,Signal,Testing,MAS-BLR,0
3,4,4,3,False,2.88,60,S&T,Signal,Repair,BPL-NGP,1
5,2,4,1,False,3.01,8,Traction Distribution,Bridge,Inspection,DEL-AGR,0
4,2,1,5,False,4.53,4,Traction Distribution,OHE,Testing,MUM-PUN,1
2,2,1,3,False,2.93,5,S&T,Point Machine,Overhaul,DEL-AGR,0
5,2,5,2,False,3.76,58,Engineering,Point Machine,Replacement,MUM-PUN,1
5,4,5,1,False,5.08,35,Engineering,Point Machine,Overhaul,BPL-NGP,1
5,4,1,4,False,5.96,34,S&T,Point Machine,Repair,MAS-BLR,0
4,2,5,5,False,2.27,0,S&T,Bridge,Replacement,HWH-KOL,1
2,4,5,5,False,5.46,53,Traction Distribution,OHE,Repair,BPL-NGP,0
4,4,5,5,False,4.93,0,Engineering,Signal,Overhaul,MUM-PUN,1
2,3,2,5,False,0.87,58,Traction Distribution,OHE,Inspection,HWH-KOL,0
2,3,3,4,True,2.34,57,Engineering,Signal,Replacement,MAS-BLR,1
3,5,5,5,False,1.7,28,S&T,Track,Testing,MUM-PUN,1
5,3,5,5,False,4.15,51,S&T,Signal,Inspection,MUM-PUN,1
3,2,4,3,True,3.55,60,S&T,OHE,Inspection,DEL-AGR,0
2,3,1,4,False,3.22,29,Engineering,OHE,Testing,MUM-PUN,0
3,5,1,5,False,4.7,43,Traction Distribution,Signal,Testing,DEL-AGR,0
2,4,2,1,False,2.33,30,Engineering,Point Machine,Replacement,MAS-BLR,1
4,1,1,4,True,2.61,25,Traction Distribution,Signal,Inspection,MAS-BLR,1
2,3,1,2,False,5.26,11,S&T,Point Machine,Replacement,HWH-KOL,0
3,4,1,1,False,5.85,35,Traction Distribution,Signal,Repair,HWH-KOL,0
